gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,MonthlyCharges,InternetService_DSL,InternetService_Fiber optic,Contract_Month-to-month,Contract_One year,Contract_Two year,TotalServiceCost,cluster_label
0,0,0,-0.7474503229638545,1,1,0.7093880757492524,1.0,0.0,0.0,0.0,1.0,-0.4708900711616587,0
1,1,0,-0.9917109783791612,1,0,-0.1168323146262627,1.0,0.0,0.0,1.0,0.0,-0.7872126312752268,0
0,0,0,-1.1545514153226988,1,1,0.4780463664441082,1.0,0.0,1.0,0.0,0.0,-0.8632007323080951,0
0,0,0,-0.788160432199739,1,0,0.3458511039840257,1.0,0.0,1.0,0.0,0.0,-0.5720602754437916,0
1,0,0,-1.276681743030352,1,0,-0.678662180081613,0.0,1.0,1.0,0.0,0.0,-0.983367961848445,0
0,0,0,1.0437944834150603,1,0,-1.3065896767670044,1.0,0.0,0.0,0.0,1.0,-0.362209415033254,0
0,0,1,-0.8695806506715078,0,0,-0.4473204707764688,1.0,0.0,0.0,0.0,1.0,-0.7549618674647652,0
0,1,0,-1.276681743030352,1,0,0.3128022883690051,1.0,0.0,1.0,0.0,0.0,-0.9701142232962006,0
1,0,1,0.5959832818203317,1,0,-1.3065896767670044,1.0,0.0,0.0,0.0,1.0,-0.4837020184288284,0
0,0,0,1.0437944834150603,1,1,0.6432904445192112,0.0,1.0,1.0,0.0,0.0,1.1496003624927655,1
1,0,1,1.4916056850097892,1,0,-1.438784939227087,1.0,0.0,0.0,1.0,0.0,-0.3626512063183288,0
0,1,0,-1.276681743030352,1,1,0.7093880757492524,0.0,1.0,0.0,1.0,0.0,-0.9648127278753028,0
1,0,0,0.1074619709897184,1,0,1.4695108348947263,1.0,0.0,0.0,0.0,1.0,0.6826269741686852,1
1,0,1,1.5323157942456735,1,0,-1.4718337548421077,0.0,1.0,0.0,1.0,0.0,-0.3842989792869948,0
0,0,0,-0.0960885751897036,1,1,1.172071494359541,0.0,1.0,1.0,0.0,0.0,0.3225670768327103,1
0,0,1,1.6137360127174425,0,0,0.0484117634488403,1.0,0.0,0.0,0.0,1.0,1.0965854082837876,1
1,0,0,-1.2359716337944675,1,1,-0.6456133644665925,0.0,1.0,1.0,0.0,0.0,-0.9630455627350036,0
0,0,1,1.1659248111227136,1,1,-1.5048825704571285,0.0,1.0,1.0,0.0,0.0,-0.4907706789900254,0
0,0,1,-0.6660301044920857,1,0,1.2051203099745615,1.0,0.0,0.0,1.0,0.0,-0.2888720617108346,0
0,0,0,1.369475357302136,1,0,0.907680969439376,1.0,0.0,0.0,0.0,1.0,1.6797499045825444,1
0,1,0,1.003084374179176,1,0,0.1806070259089227,1.0,0.0,0.0,1.0,0.0,0.7599404490567779,1
0,0,1,1.4101854665380202,0,0,-0.9430527050017778,1.0,0.0,0.0,1.0,0.0,0.0627938012087187,0
1,0,1,0.9623742649432916,1,1,1.0729250475144791,0.0,1.0,0.0,1.0,0.0,1.3970034821346624,1
0,0,1,1.6137360127174425,1,1,-1.3726873079970456,0.0,1.0,1.0,0.0,0.0,-0.271200410307842,0
1,0,1,1.4916056850097892,1,1,1.337315572434644,1.0,0.0,0.0,1.0,0.0,2.1979710819753038,1
0,0,1,0.2703024079332562,1,0,0.57719281328917,1.0,0.0,1.0,0.0,0.0,0.4100417512775239,1
0,0,0,-0.4624795583126635,1,0,0.2136558415239433,1.0,0.0,0.0,0.0,1.0,-0.3440959723451866,0
1,0,1,0.8402439372356382,1,1,-0.0507346833962215,0.0,1.0,0.0,1.0,0.0,0.4723343224730729,1
1,0,0,-0.9510008691432766,1,0,0.1475582102939021,1.0,0.0,0.0,0.0,1.0,-0.7284543903602764,0
1,0,0,-0.7067402137279701,1,0,-0.51341810200651,1.0,0.0,0.0,0.0,1.0,-0.6780901838617474,0
1,0,0,0.4738529541126783,1,1,0.0153629478338196,1.0,0.0,1.0,0.0,0.0,0.2607162969222361,1
1,0,0,-1.2359716337944675,1,0,0.2136558415239433,1.0,0.0,1.0,0.0,0.0,-0.9400724159111132,0
0,0,0,-1.07313119685093,1,0,-0.51341810200651,1.0,0.0,0.0,0.0,1.0,-0.8729201405797411,0
0,0,0,1.1252147018868293,1,0,0.5441439976741493,1.0,0.0,0.0,1.0,0.0,1.1442988670718677,1
1,0,1,-0.9917109783791612,1,1,-1.4718337548421077,0.0,1.0,1.0,0.0,0.0,-0.9321201727797664,0
0,0,0,-1.276681743030352,1,1,-1.2735408611519838,1.0,0.0,0.0,0.0,1.0,-0.9913202049797916,0
1,0,1,-0.2182189028973569,1,0,0.6763392601342318,0.0,1.0,0.0,1.0,0.0,0.0111042208549652,0
1,1,0,1.288055138830367,1,0,-1.4718337548421077,1.0,0.0,0.0,0.0,1.0,-0.4373139334959727,0
0,0,0,1.573025903481558,1,1,-1.4718337548421077,0.0,1.0,1.0,0.0,0.0,-0.3754631535854985,0
1,0,1,0.6774035002921005,1,0,-0.1498811302412833,1.0,0.0,0.0,1.0,0.0,0.2960595997282214,1
1,0,0,1.573025903481558,1,0,0.4780463664441082,1.0,0.0,0.0,1.0,0.0,1.4752005395929046,1
1,0,0,-0.6253199952562012,1,1,0.9737786006694172,1.0,0.0,0.0,0.0,1.0,-0.2968243048421813,0
1,0,0,0.5145630633485628,1,1,-1.5048825704571285,1.0,0.0,1.0,0.0,0.0,-0.6250752296527694,0
0,0,0,-0.3403492306050102,1,0,-1.4718337548421077,0.0,1.0,1.0,0.0,0.0,-0.7907469615558254,0
0,0,0,-0.6253199952562012,1,1,0.9737786006694172,0.0,1.0,1.0,0.0,0.0,-0.2968243048421813,0
0,0,0,1.4101854665380202,1,0,1.5356084661247675,1.0,0.0,1.0,0.0,0.0,2.282795008709668,1
0,1,0,0.5145630633485628,1,1,0.1806070259089227,0.0,1.0,1.0,0.0,0.0,0.3888357695939327,1
0,0,0,1.5323157942456735,1,1,0.7093880757492524,0.0,1.0,0.0,0.0,1.0,1.656776757758654,1
0,0,0,0.8809540464715226,1,0,1.172071494359541,1.0,0.0,1.0,0.0,0.0,1.382866161012268,1
1,0,0,-0.5846098860203168,1,1,-0.2820763927013657,1.0,0.0,0.0,1.0,0.0,-0.5574811630363227,0
1,0,1,1.6137360127174425,1,0,-1.2735408611519838,0.0,1.0,1.0,0.0,0.0,-0.1757734927316818,0
0,0,0,-0.503189667548548,0,0,-1.339638492382025,1.0,0.0,1.0,0.0,0.0,-0.7907469615558254,0
0,0,0,0.8402439372356382,1,1,0.8746321538243554,0.0,1.0,1.0,0.0,0.0,1.1279525895240996,1
0,0,0,-1.276681743030352,1,0,-1.4718337548421077,1.0,0.0,1.0,0.0,0.0,-0.9939709526902406,0
1,0,0,-0.9102907599073924,1,1,1.1390226787445203,1.0,0.0,0.0,0.0,1.0,-0.5654334061676694,0
0,0,0,0.2703024079332562,1,0,-1.4718337548421077,1.0,0.0,1.0,0.0,0.0,-0.6582095760333806,0
0,0,1,-0.9102907599073924,1,1,0.3128022883690051,0.0,1.0,1.0,0.0,0.0,-0.6758812274363732,0
1,0,0,1.3287652480662513,1,0,0.3128022883690051,1.0,0.0,1.0,0.0,0.0,1.1222093028181268,1
0,0,0,-1.2359716337944675,1,1,-0.51341810200651,0.0,1.0,0.0,1.0,0.0,-0.959511232454405,0
1,0,0,0.7995338279997538,1,1,-1.4718337548421077,0.0,1.0,1.0,0.0,0.0,-0.5433438419139285,0
1,0,1,-0.2589290121332414,1,0,0.4780463664441082,1.0,0.0,0.0,1.0,0.0,-0.0953674788480653,0
1,1,0,-0.5438997767844324,1,1,0.5110951820591287,0.0,1.0,1.0,0.0,0.0,-0.3312840250780169,0
0,0,0,0.5552731725844472,1,0,1.2712179412046027,0.0,1.0,1.0,0.0,0.0,1.09040033029274,1
0,0,0,1.573025903481558,1,1,0.5441439976741493,0.0,1.0,0.0,1.0,0.0,1.5379349020735285,1
0,0,1,-1.1138413060868144,1,1,0.1806070259089227,0.0,1.0,0.0,1.0,0.0,-0.8481798286155514,0
0,0,1,0.9623742649432916,1,0,-1.4718337548421077,0.0,1.0,1.0,0.0,0.0,-0.5080005391079433,0
1,1,0,-0.1367986844255881,1,0,1.1059738631294995,1.0,0.0,1.0,0.0,0.0,0.2527640537908894,1
1,0,1,-1.276681743030352,1,0,-0.678662180081613,1.0,0.0,1.0,0.0,0.0,-0.983367961848445,0
1,0,1,0.1481720802256029,1,1,-0.0176858677812009,1.0,0.0,0.0,0.0,1.0,0.0150803424206385,0
0,0,0,-0.9102907599073924,1,1,-0.4473204707764688,0.0,1.0,1.0,0.0,0.0,-0.7774932230035809,0
0,0,1,-0.9510008691432766,1,1,0.3788999195990463,1.0,0.0,0.0,1.0,0.0,-0.7006215394005629,0
1,0,0,-0.1367986844255881,1,1,0.7093880757492524,0.0,1.0,0.0,0.0,1.0,0.0990206865848535,0
1,0,0,-0.9102907599073924,1,0,1.006827416284438,1.0,0.0,1.0,0.0,0.0,-0.583105057570662,0
1,0,1,0.1888821894614873,1,0,-0.0507346833962215,0.0,1.0,1.0,0.0,0.0,0.0270087071176586,0
0,1,0,1.369475357302136,1,0,1.337315572434644,1.0,0.0,0.0,0.0,1.0,2.058806827176737,1
1,1,0,1.6137360127174425,1,0,0.6763392601342318,1.0,0.0,0.0,1.0,0.0,1.7009558862661356,1
1,0,0,1.4916056850097892,1,1,0.8746321538243554,0.0,1.0,1.0,0.0,0.0,1.7712007005930313,1
0,0,0,-1.276681743030352,1,1,-0.6456133644665925,0.0,1.0,1.0,0.0,0.0,-0.9829261705633702,0
0,0,0,-0.7474503229638545,1,0,0.2136558415239433,0.0,1.0,1.0,0.0,0.0,-0.5636662410273701,0
0,0,0,0.2295922986973717,1,0,-1.4718337548421077,1.0,0.0,0.0,1.0,0.0,-0.6670454017348769,0
1,0,0,1.4916056850097892,1,0,0.57719281328917,1.0,0.0,0.0,0.0,1.0,1.4968483125615706,1
0,0,0,0.2295922986973717,1,0,-1.339638492382025,0.0,1.0,0.0,1.0,0.0,-0.5998931264035049,0
0,0,1,0.9623742649432916,1,0,1.172071494359541,1.0,0.0,1.0,0.0,0.0,1.4712244180272314,1
1,0,0,-1.276681743030352,1,0,0.8746321538243554,1.0,0.0,0.0,1.0,0.0,-0.9626037714499288,0
1,0,1,-1.276681743030352,1,0,-0.4803692863914894,1.0,0.0,0.0,1.0,0.0,-0.9807172141379962,0
0,0,0,-1.276681743030352,1,1,-0.6456133644665925,0.0,1.0,1.0,0.0,0.0,-0.9829261705633702,0
1,0,1,1.3287652480662513,1,0,1.006827416284438,1.0,0.0,0.0,1.0,0.0,1.7252544069452505,1
1,0,0,1.6137360127174425,1,1,0.1806070259089227,1.0,0.0,0.0,0.0,1.0,1.2238212983853345,1
0,0,1,-1.1545514153226988,1,1,-0.4803692863914894,0.0,1.0,1.0,0.0,0.0,-0.9144485213767738,0
1,0,0,-0.1367986844255881,1,0,0.9737786006694172,1.0,0.0,1.0,0.0,0.0,0.2015162647222108,1
1,0,0,-1.276681743030352,1,1,0.8746321538243554,0.0,1.0,0.0,0.0,1.0,-0.9626037714499288,0
0,0,0,-0.4624795583126635,0,0,-1.2074432299219426,0.0,1.0,1.0,0.0,0.0,-0.7430335027677453,0
1,1,0,1.4916056850097892,1,1,1.5356084661247675,1.0,0.0,0.0,0.0,1.0,2.380872673996277,1
0,0,0,-1.1545514153226988,1,0,0.907680969439376,0.0,1.0,0.0,1.0,0.0,-0.8402275854842047,0
1,0,0,-1.276681743030352,1,1,-0.1498811302412833,0.0,1.0,0.0,0.0,1.0,-0.976299301287248,0
1,0,0,-0.0960885751897036,1,0,-0.0176858677812009,1.0,0.0,1.0,0.0,0.0,-0.1545675110480906,0
1,0,0,-0.3810593398408947,1,0,-1.4718337548421077,1.0,0.0,0.0,0.0,1.0,-0.7995827872573217,0
0,0,0,-1.276681743030352,1,0,0.1475582102939021,1.0,0.0,1.0,0.0,0.0,-0.9723231797215748,0
1,0,1,1.2473450295944826,1,1,0.8746321538243554,0.0,1.0,0.0,1.0,0.0,1.529982658942182,1
1,1,0,-1.07313119685093,1,0,-0.6456133644665925,1.0,0.0,1.0,0.0,0.0,-0.8835231314215367,0
1,0,0,1.288055138830367,1,0,0.0484117634488403,1.0,0.0,1.0,0.0,0.0,0.8633196097642849,1
1,0,1,1.4101854665380202,1,0,0.8415833382093348,1.0,0.0,1.0,0.0,0.0,1.661194670609402,1
1,0,1,-1.276681743030352,1,0,-1.4718337548421077,1.0,0.0,1.0,0.0,0.0,-0.9939709526902406,0
1,0,0,0.8809540464715226,1,0,1.337315572434644,1.0,0.0,1.0,0.0,0.0,1.5021498079824684,1
0,0,0,1.1252147018868293,1,0,1.172071494359541,0.0,1.0,0.0,1.0,0.0,1.6479409320571576,1
0,0,1,-0.8288705414356234,1,1,0.4449975508290876,0.0,1.0,1.0,0.0,0.0,-0.5892901355617094,0
0,0,0,-0.8288705414356234,0,1,-0.4803692863914894,0.0,1.0,0.0,0.0,1.0,-0.7377320073468475,0
1,0,1,1.369475357302136,1,1,0.5110951820591287,0.0,1.0,1.0,0.0,0.0,1.3298512068032904,1
1,0,1,-0.7067402137279701,1,1,-1.3065896767670044,1.0,0.0,0.0,0.0,1.0,-0.837135046488681,0
0,0,0,-0.2996391213691258,1,0,1.172071494359541,1.0,0.0,0.0,1.0,0.0,0.1016714342953024,0
1,0,0,-1.1545514153226988,1,0,-1.438784939227087,1.0,0.0,1.0,0.0,0.0,-0.9656963104454525,0
1,0,0,-0.9510008691432766,1,1,0.3128022883690051,0.0,1.0,0.0,1.0,0.0,-0.7085737825319096,0
1,0,0,-0.5438997767844324,1,0,0.1806070259089227,1.0,0.0,1.0,0.0,0.0,-0.4152243692422319,0
1,0,1,-1.1952615245585831,1,1,-1.4718337548421077,0.0,1.0,0.0,1.0,0.0,-0.976299301287248,0
0,1,0,-1.1952615245585831,1,0,0.3458511039840257,1.0,0.0,1.0,0.0,0.0,-0.9034037392499034,0
0,0,0,0.9623742649432916,0,1,-0.6456133644665925,0.0,1.0,1.0,0.0,0.0,0.1105072599967988,0
0,1,0,1.369475357302136,1,0,1.4364620192797055,0.0,1.0,1.0,0.0,0.0,2.14628150162155,1
1,0,1,-1.1138413060868144,1,1,-1.2735408611519838,0.0,1.0,1.0,0.0,0.0,-0.9453739113320108,0
0,0,0,-1.1952615245585831,1,1,-1.4718337548421077,1.0,0.0,0.0,0.0,1.0,-0.976299301287248,0
0,0,0,-1.2359716337944675,1,1,-1.4718337548421077,0.0,1.0,1.0,0.0,0.0,-0.9851351269887444,0
0,0,1,-0.0960885751897036,1,0,0.5441439976741493,1.0,0.0,0.0,0.0,1.0,0.0707460443400653,0
1,0,0,-1.0324210876150457,1,1,1.1059738631294995,1.0,0.0,1.0,0.0,0.0,-0.6997379568304133,0
0,0,1,0.5145630633485628,1,1,-1.3065896767670044,0.0,1.0,1.0,0.0,0.0,-0.5057915826825692,0
0,0,0,1.0437944834150603,0,0,-0.6456133644665925,1.0,0.0,1.0,0.0,0.0,0.1502684756535322,0
1,0,0,-0.6253199952562012,1,0,1.2712179412046027,1.0,0.0,0.0,1.0,0.0,-0.2292302382257345,0
1,0,1,-1.1545514153226988,0,1,-0.843906258156716,1.0,0.0,0.0,1.0,0.0,-0.9338873379200656,0
0,1,0,1.288055138830367,1,1,1.4695108348947263,1.0,0.0,0.0,0.0,1.0,2.079129226290178,1
0,0,1,1.0437944834150603,1,0,1.337315572434644,0.0,1.0,1.0,0.0,0.0,1.6877021477138912,1
0,0,0,1.288055138830367,1,0,1.5356084661247675,1.0,0.0,1.0,0.0,0.0,2.1356785107797545,1
1,0,1,-0.8695806506715078,1,0,0.7093880757492524,0.0,1.0,0.0,0.0,1.0,-0.5848722227109612,0
0,1,0,-0.9917109783791612,1,1,0.907680969439376,0.0,1.0,1.0,0.0,0.0,-0.6776483925766725,0
1,1,0,0.7588237187638693,1,0,0.9737786006694172,1.0,0.0,1.0,0.0,0.0,1.11514064225693,1
1,0,0,-0.9102907599073924,1,0,-1.4718337548421077,1.0,0.0,1.0,0.0,0.0,-0.9144485213767738,0
0,0,0,-0.2996391213691258,1,0,1.337315572434644,1.0,0.0,1.0,0.0,0.0,0.1568953449296544,1
1,0,0,0.7588237187638693,1,1,0.6102416289041906,1.0,0.0,0.0,1.0,0.0,0.8672957313299582,1
0,1,0,-0.9510008691432766,1,1,0.6432904445192112,1.0,0.0,0.0,0.0,1.0,-0.6688125668751762,0
0,1,0,0.4738529541126783,1,0,1.502559650509747,1.0,0.0,0.0,1.0,0.0,1.1354630413703717,1
0,0,0,-0.9917109783791612,1,0,-0.2159787614713245,0.0,1.0,1.0,0.0,0.0,-0.7978156221170224,0
1,0,0,-0.9917109783791612,1,0,-1.4718337548421077,1.0,0.0,0.0,0.0,1.0,-0.9321201727797664,0
0,0,0,1.6137360127174425,1,1,0.8746321538243554,1.0,0.0,0.0,0.0,1.0,1.891809721418456,1
0,0,0,-1.07313119685093,1,0,-1.438784939227087,1.0,0.0,1.0,0.0,0.0,-0.9471410764723102,0
1,0,0,1.2473450295944826,1,0,-1.4718337548421077,1.0,0.0,0.0,1.0,0.0,-0.4461497591974691,0
0,0,0,-0.2589290121332414,1,0,0.5441439976741493,1.0,0.0,1.0,0.0,0.0,-0.0723943320241749,0
1,0,0,0.1074619709897184,1,0,-0.1498811302412833,1.0,0.0,0.0,0.0,1.0,-0.0750450797346238,0
0,0,0,-1.1952615245585831,1,0,-0.3481740239314069,0.0,1.0,1.0,0.0,0.0,-0.9312365902096168,0
0,0,1,-0.3403492306050102,0,0,-0.2159787614713245,1.0,0.0,1.0,0.0,0.0,-0.3878333095675934,0
0,0,1,-0.3403492306050102,1,0,0.4449975508290876,1.0,0.0,0.0,1.0,0.0,-0.1757734927316818,0
0,0,1,-1.1952615245585831,0,0,-1.1413455986919014,1.0,0.0,0.0,1.0,0.0,-0.9630455627350036,0
1,0,0,-1.1138413060868144,1,0,1.3042667568196231,0.0,1.0,1.0,0.0,0.0,-0.7730753101528327,0
1,0,0,-0.4217694490767791,1,1,1.006827416284438,0.0,1.0,1.0,0.0,0.0,-0.0794629925853719,0
0,0,0,-0.1367986844255881,1,0,0.4780463664441082,1.0,0.0,1.0,0.0,0.0,0.0093370557146659,0
0,0,0,1.4101854665380202,1,1,-1.3065896767670044,0.0,1.0,1.0,0.0,0.0,-0.2628063758914205,0
1,1,0,-0.0960885751897036,1,0,1.238169125589582,1.0,0.0,0.0,1.0,0.0,0.3490745539371993,1
1,0,0,-1.1138413060868144,1,1,1.0398762318994583,0.0,1.0,0.0,1.0,0.0,-0.7907469615558254,0
0,0,1,1.5323157942456735,1,0,-1.3065896767670044,1.0,0.0,1.0,0.0,0.0,-0.2296720295108093,0
1,0,0,-1.1952615245585831,1,1,0.411948735214067,0.0,1.0,1.0,0.0,0.0,-0.9007529915394544,0
0,0,0,0.5145630633485628,1,0,0.742436891364273,1.0,0.0,1.0,0.0,0.0,0.7268061026761667,1
0,0,0,0.636693391056216,1,0,-1.339638492382025,0.0,1.0,0.0,0.0,1.0,-0.4938632179855491,0
0,0,0,-0.9510008691432766,1,0,0.3458511039840257,0.0,1.0,1.0,0.0,0.0,-0.7045976609662363,0
0,1,0,-1.1952615245585831,1,1,0.1806070259089227,1.0,0.0,0.0,1.0,0.0,-0.9100306085260256,0
1,1,0,0.5145630633485628,1,1,1.1390226787445203,0.0,1.0,1.0,0.0,0.0,0.9653733966165672,1
1,0,0,-1.276681743030352,1,1,-1.4718337548421077,1.0,0.0,0.0,0.0,1.0,-0.9939709526902406,0
1,0,0,-1.276681743030352,1,1,-1.4718337548421077,0.0,1.0,1.0,0.0,0.0,-0.9939709526902406,0
0,0,0,0.636693391056216,1,1,1.337315572434644,0.0,1.0,1.0,0.0,0.0,1.2238212983853345,1
0,0,0,-1.276681743030352,0,0,-1.3065896767670044,1.0,0.0,1.0,0.0,0.0,-0.9917619962648664,0
1,0,1,1.6137360127174425,1,0,-1.4718337548421077,1.0,0.0,0.0,1.0,0.0,-0.3666273278840022,0
0,0,0,-1.07313119685093,1,0,0.8415833382093348,1.0,0.0,1.0,0.0,0.0,-0.7642394844513364,0
1,0,0,1.288055138830367,1,0,1.172071494359541,1.0,0.0,0.0,1.0,0.0,1.824657446087084,1
0,0,0,1.0437944834150603,1,1,1.4695108348947263,1.0,0.0,1.0,0.0,0.0,1.7901977258512485,1
