gender,SeniorCitizen,Dependents,PhoneService,MultipleLines,InternetService_DSL,InternetService_Fiber optic,Contract_Month-to-month,Contract_One year,Contract_Two year,tenure,MonthlyCharges,TotalServiceCost
1,0,0,0,1,0.0,1.0,0.0,0.0,1.0,-1.230678902140052,-1.0392763290311822,-0.9875342228966932
1,0,0,1,1,0.0,1.0,1.0,0.0,0.0,-0.7375050303877825,0.7465668571688098,-0.44941043240007705
1,0,0,0,0,1.0,0.0,1.0,0.0,0.0,-1.1895810794940294,-0.8708005567481641,-0.9631747097466407
1,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.4543318263468683,-1.5447036458802366,-0.6442865376004977
0,0,0,1,0,0.0,1.0,0.0,1.0,0.0,-1.1895810794940294,0.8813474749952243,-0.8710514600155327
0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,-0.6553093850957377,-1.5783988003368403,-0.8909819707746667
1,0,0,1,1,1.0,0.0,0.0,1.0,0.0,-1.1895810794940294,-0.5338490121821279,-0.9454587001829661
1,0,0,1,0,1.0,0.0,0.0,0.0,1.0,-1.2717767247860743,0.8476523205386207,-0.9534309044866196
1,0,0,1,1,0.0,1.0,1.0,0.0,0.0,-0.9429941436178947,0.4770056215159808,-0.679718556727847
1,0,0,1,1,1.0,0.0,0.0,0.0,1.0,-0.7375050303877825,-1.5447036458802366,-0.9011686762737795
0,0,0,1,0,1.0,0.0,0.0,0.0,1.0,1.1940926339752722,-1.4099230280538222,-0.3750031922326437
0,0,0,1,1,1.0,0.0,0.0,0.0,1.0,-1.3128745474320966,0.5443959304291881,-0.9977209283958062
1,0,0,1,1,0.0,1.0,0.0,1.0,0.0,0.49542964899289077,0.6454813937989989,0.6600546665250452
1,1,0,1,0,1.0,0.0,1.0,0.0,0.0,1.3995817472053844,1.2519941740178642,2.0224158019716225
0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,1.1529948113292499,-0.16320231315948805,0.6139930416594912
1,0,1,1,1,0.0,1.0,0.0,1.0,0.0,1.522875215143452,1.1846038651046569,2.0972659423781477
1,0,0,0,1,1.0,0.0,1.0,0.0,0.0,0.7420165848690254,-0.7360199389217497,-0.040170611479193645
0,1,0,1,1,0.0,1.0,1.0,0.0,0.0,0.5365274716389132,1.1509087106480533,1.0033023518212407
1,0,1,1,0,1.0,0.0,1.0,0.0,0.0,-0.9018963209718723,0.8476523205386207,-0.5906956086703821
0,0,0,1,1,0.0,1.0,0.0,0.0,1.0,1.522875215143452,1.083518401734846,2.004256892168856
1,0,0,1,1,0.0,1.0,1.0,0.0,0.0,0.700918762223003,0.8139571660820171,0.9590123279120542
0,0,0,1,0,1.0,0.0,1.0,0.0,0.0,0.4132340037008459,0.4433104670593772,0.4704933641937269
1,0,1,0,0,0.0,1.0,1.0,0.0,0.0,-0.408722449219603,-1.2077521013142003,-0.7284375830279521
0,0,0,1,0,1.0,0.0,0.0,1.0,0.0,-0.6964072077417601,-0.0958120042462808,-0.587595306996739
0,0,1,0,0,0.0,1.0,1.0,0.0,0.0,0.4132340037008459,-0.19689746761609167,0.10864386885567305
0,0,1,1,1,0.0,1.0,0.0,1.0,0.0,-0.408722449219603,0.8476523205386207,-0.10704854758206528
1,0,0,0,0,1.0,0.0,0.0,1.0,0.0,-1.066287611555962,-1.4099230280538222,-0.9596315078339057
1,1,0,1,0,1.0,0.0,1.0,0.0,0.0,1.3173861019133397,1.1846038651046569,1.8736013216367557
1,0,1,1,1,1.0,0.0,0.0,0.0,1.0,1.4817773924974293,0.5107007759725845,1.4413306882830954
1,1,1,0,1,0.0,1.0,1.0,0.0,0.0,1.6050708604354966,-0.028421695333073545,1.03873437094859
1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0.33103835840880097,0.8139571660820171,0.6002631342476434
0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0.37213618105482343,-1.072971483487786,-0.4015772065781556
1,1,0,1,0,1.0,0.0,0.0,0.0,1.0,-0.3676246265735805,1.2856893284744677,0.07144024877195637
1,0,1,1,0,1.0,0.0,0.0,1.0,0.0,1.4817773924974293,-1.511008491423633,-0.3922763015572264
0,0,0,1,0,1.0,0.0,1.0,0.0,0.0,-0.7375050303877825,-1.3762278735972184,-0.8679511583418896
0,0,0,1,0,1.0,0.0,0.0,1.0,0.0,-1.3128745474320966,0.1737492314065482,-1.0025928310258168
0,0,1,1,1,1.0,0.0,0.0,0.0,1.0,1.522875215143452,1.353079637387675,2.2522810260603006
1,0,1,1,1,0.0,1.0,1.0,0.0,0.0,-0.8197006756798274,0.40961531260277356,-0.5849379055621878
1,0,0,1,1,0.0,1.0,0.0,1.0,0.0,1.6050708604354966,0.6454813937989989,1.6765107152408758
0,0,0,1,0,1.0,0.0,1.0,0.0,0.0,-1.3128745474320966,1.0161280928216387,-0.9915203250485201
0,0,0,1,1,1.0,0.0,0.0,0.0,1.0,1.5639730377894743,1.5889457185839004,2.5193498702326953
0,1,0,1,1,1.0,0.0,0.0,1.0,0.0,1.070799166037205,0.9487377839084316,1.422285978002145
1,0,1,0,0,0.0,1.0,1.0,0.0,0.0,-0.3265268039275581,-0.8371054022915605,-0.5800660029321772
0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,-0.4498202718656254,-0.16320231315948805,-0.439666627140056
1,0,0,1,0,0.0,1.0,1.0,0.0,0.0,1.522875215143452,0.7465668571688098,1.6942267248045504
1,0,0,1,1,0.0,1.0,0.0,1.0,0.0,1.2351904566212948,1.3193844829310715,1.895746333591349
1,0,0,1,0,1.0,0.0,0.0,0.0,1.0,-0.5320159171576703,0.8476523205386207,-0.22796031285414448
1,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.12554924517868876,-1.0392763290311822,-0.475984446745589
0,0,0,1,0,1.0,0.0,0.0,1.0,0.0,-0.8607984983258499,-0.12950715870288443,-0.7045209701169914
1,0,0,1,1,0.0,1.0,1.0,0.0,0.0,1.2351904566212948,1.1509087106480533,1.7562327582774115
1,0,0,0,0,0.0,1.0,1.0,0.0,0.0,-1.3128745474320966,-1.4436181825104257,-1.0238520425022262
0,0,1,1,0,1.0,0.0,0.0,1.0,0.0,0.16664706782471123,-1.5783988003368403,-0.7226798799197579
0,0,0,1,1,0.0,1.0,1.0,0.0,0.0,0.37213618105482343,1.1172135561914496,0.8075404461426363
1,0,1,1,1,0.0,1.0,1.0,0.0,0.0,-0.9018963209718723,-0.028421695333073545,-0.7173650770506554
1,0,0,1,0,1.0,0.0,1.0,0.0,0.0,-0.9018963209718723,0.2748346947763591,-0.6735179533805609
0,0,0,0,1,0.0,1.0,1.0,0.0,0.0,-1.1895810794940294,-1.241447255770804,-0.9826623202666828
0,0,1,1,0,0.0,1.0,0.0,1.0,0.0,1.2762882792673171,-0.3990683943557134,0.49662447830014694
0,0,1,1,0,0.0,1.0,1.0,0.0,0.0,0.33103835840880097,0.40961531260277356,0.38235621661444574
1,0,0,1,0,1.0,0.0,0.0,0.0,1.0,-1.1895810794940294,0.4770056215159808,-0.8923106714919422
1,0,0,0,1,0.0,1.0,1.0,0.0,0.0,-0.16213551334346832,-1.3762278735972184,-0.7129360746597369
0,1,0,1,1,1.0,0.0,0.0,1.0,0.0,-1.230678902140052,0.14005407694994457,-0.9410296977920474
1,0,0,1,0,0.0,1.0,0.0,0.0,1.0,-0.9018963209718723,-0.16320231315948805,-0.7368526875706976
0,0,1,1,0,1.0,0.0,1.0,0.0,0.0,0.49542964899289077,0.5107007759725845,0.5803326234885094
1,0,1,1,1,1.0,0.0,0.0,0.0,1.0,1.358483924559362,-1.5447036458802366,-0.44941043240007705
0,0,0,1,0,1.0,0.0,0.0,1.0,0.0,1.440679569851407,-1.342532719140615,-0.25099112528692147
1,0,0,1,0,1.0,0.0,1.0,0.0,0.0,-0.5320159171576703,-0.2305926220726953,-0.5114164658729382
1,0,0,1,1,1.0,0.0,0.0,1.0,0.0,-1.1073854342019844,0.6454813937989989,-0.8081596260644879
0,0,1,1,0,1.0,0.0,0.0,1.0,0.0,-1.1895810794940294,-1.511008491423633,-0.9968351279176224
1,1,0,1,0,1.0,0.0,0.0,1.0,0.0,0.8242122301610703,1.2182990195612606,1.360279944529284
1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0.4132340037008459,0.005273459123530077,0.22291213054137426
1,0,0,1,1,0.0,1.0,0.0,0.0,1.0,-1.3128745474320966,-1.5447036458802366,-1.0251807432195017
0,0,1,1,1,0.0,1.0,1.0,0.0,0.0,1.6050708604354966,1.4878602552140896,2.473731145606233
0,0,0,1,0,1.0,0.0,1.0,0.0,0.0,1.3995817472053844,1.2519941740178642,2.0224158019716225
1,0,0,1,1,0.0,1.0,0.0,0.0,1.0,-0.6553093850957377,1.0498232472782425,-0.3036962537388534
0,0,0,1,1,0.0,1.0,0.0,1.0,0.0,1.2762882792673171,-0.2642877765292989,0.6100069395076644
0,0,1,1,1,0.0,1.0,1.0,0.0,0.0,1.2762882792673171,1.5215554096706931,2.112324550507271
1,1,0,1,1,0.0,1.0,0.0,1.0,0.0,1.440679569851407,-1.5447036458802366,-0.43169442283640247
0,0,0,1,0,1.0,0.0,1.0,0.0,0.0,0.618723116930958,1.2856893284744677,1.1769192455452517
0,0,0,1,0,1.0,0.0,1.0,0.0,0.0,-1.3128745474320966,-1.511008491423633,-1.02473784298041
0,1,0,1,0,1.0,0.0,1.0,0.0,0.0,-0.3265268039275581,0.8139571660820171,-0.037513210044642455
1,0,0,1,0,0.0,1.0,1.0,0.0,0.0,-0.3265268039275581,0.6454813937989989,-0.09287573993112559
1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,1.070799166037205,1.622640873040504,1.944908260130546
1,0,0,1,0,1.0,0.0,0.0,0.0,1.0,-1.230678902140052,0.2748346947763591,-0.935714894922945
1,0,0,1,0,1.0,0.0,1.0,0.0,0.0,1.1940926339752722,-1.5447036458802366,-0.4848424515274263
1,0,0,1,1,0.0,1.0,1.0,0.0,0.0,-1.1895810794940294,-0.29798293098590256,-0.9330574934883938
1,0,1,1,1,0.0,1.0,0.0,0.0,1.0,-0.408722449219603,-1.4099230280538222,-0.7895578160226295
1,1,0,0,0,1.0,0.0,0.0,1.0,0.0,0.16664706782471123,-0.971886020117975,-0.42770832068457565
1,0,0,1,1,0.0,1.0,1.0,0.0,0.0,0.5365274716389132,0.9824329383650352,0.9014352968301117
1,0,1,1,0,0.0,1.0,1.0,0.0,0.0,0.700918762223003,0.14005407694994457,0.516112088820189
0,0,0,1,1,0.0,1.0,1.0,0.0,0.0,-1.2717767247860743,-1.5447036458802366,-1.0163227384376645
0,0,1,1,1,0.0,1.0,1.0,0.0,0.0,1.6050708604354966,0.4433104670593772,1.48517781195319
0,1,0,1,1,1.0,0.0,0.0,1.0,0.0,0.9475056980991376,1.4878602552140896,1.6942267248045504
1,0,1,1,0,0.0,1.0,0.0,1.0,0.0,0.33103835840880097,-1.5447036458802366,-0.6708605519460097
0,0,0,1,0,1.0,0.0,0.0,1.0,0.0,-0.8607984983258499,-0.5675441666387315,-0.7736134074153224
1,0,0,1,1,1.0,0.0,0.0,0.0,1.0,1.522875215143452,-1.3762278735972184,-0.25896332959057505
0,0,1,1,0,1.0,0.0,1.0,0.0,0.0,-1.1895810794940294,-1.5447036458802366,-0.9986067288739898
1,0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.08445142253266633,0.7802620116254134,0.34559549676982093
1,0,1,1,1,1.0,0.0,0.0,1.0,0.0,-0.3676246265735805,0.30852984923296267,-0.23681831763598177
0,1,0,1,1,1.0,0.0,0.0,0.0,1.0,0.37213618105482343,0.6454813937989989,0.5471151055566196
0,0,0,1,1,0.0,1.0,1.0,0.0,0.0,0.7420165848690254,1.1172135561914496,1.2021645591734882
0,0,1,1,1,0.0,1.0,0.0,1.0,0.0,1.3995817472053844,0.14005407694994457,1.0431633733395085
1,0,0,1,1,1.0,0.0,1.0,0.0,0.0,-0.6964072077417601,0.5107007759725845,-0.4600400381382818
1,0,1,1,0,0.0,1.0,1.0,0.0,0.0,-1.066287611555962,0.14005407694994457,-0.8170176308463252
1,0,0,1,1,0.0,1.0,1.0,0.0,0.0,-0.7375050303877825,-1.5783988003368403,-0.9078121798601575
0,0,0,1,1,1.0,0.0,0.0,0.0,1.0,-1.230678902140052,0.30852984923296267,-0.9343861942056694
1,0,0,0,1,0.0,1.0,1.0,0.0,0.0,-0.8607984983258499,-1.072971483487786,-0.8533354504518581
0,0,0,1,0,1.0,0.0,1.0,0.0,0.0,-0.28542898128153565,-1.5783988003368403,-0.8152460298899576
0,0,0,1,0,0.0,1.0,1.0,0.0,0.0,-0.9018963209718723,0.8139571660820171,-0.5955675113003925
1,0,0,1,1,0.0,1.0,1.0,0.0,0.0,0.04335359988664389,-0.29798293098590256,-0.17569808464130438
1,0,1,1,1,1.0,0.0,0.0,1.0,0.0,-0.4498202718656254,1.1509087106480533,-0.05965822199923571
0,0,0,1,1,1.0,0.0,1.0,0.0,0.0,-1.3128745474320966,0.6454813937989989,-0.9963922276785305
1,0,0,1,1,1.0,0.0,0.0,0.0,1.0,-0.4498202718656254,-1.3762278735972184,-0.7904436165008132
0,1,0,1,0,1.0,0.0,0.0,0.0,1.0,0.5776252942849356,0.038968613580133704,0.36065410489894434
1,0,1,0,0,1.0,0.0,1.0,0.0,0.0,-1.066287611555962,-0.2305926220726953,-0.8511209492563988
1,0,1,1,1,0.0,1.0,1.0,0.0,0.0,1.6050708604354966,1.2856893284744677,2.282398242318547
1,0,1,0,1,1.0,0.0,0.0,0.0,1.0,-0.408722449219603,-0.8708005567481641,-0.6265705280368231
1,0,1,1,1,0.0,1.0,0.0,0.0,1.0,0.2488427131167561,-1.5783988003368403,-0.705849670834267
1,0,0,1,0,0.0,1.0,0.0,0.0,1.0,1.5639730377894743,0.5780910848857916,1.5759723609670224
0,1,0,1,0,1.0,0.0,1.0,0.0,0.0,-1.1073854342019844,1.083518401734846,-0.7736134074153224
1,1,0,1,1,0.0,1.0,0.0,1.0,0.0,0.08445142253266633,1.1846038651046569,0.5316135971884043
0,0,1,1,1,0.0,1.0,1.0,0.0,0.0,1.5639730377894743,0.3422250036895663,1.3558509421383653
0,0,1,1,1,1.0,0.0,1.0,0.0,0.0,-0.28542898128153565,-1.5447036458802366,-0.8037306236735692
0,0,0,1,0,0.0,1.0,1.0,0.0,0.0,0.9475056980991376,1.083518401734846,1.396597764134817
0,0,1,1,1,1.0,0.0,0.0,0.0,1.0,-1.0251897889099397,0.9487377839084316,-0.7009777682042565
1,0,0,1,1,0.0,1.0,0.0,1.0,0.0,1.070799166037205,1.3867747918442785,1.7619904613856057
1,0,0,1,1,0.0,1.0,1.0,0.0,0.0,-0.6142115624497152,-0.5338490121821279,-0.6354285328186604
1,0,1,0,0,1.0,0.0,1.0,0.0,0.0,0.16664706782471123,-0.8708005567481641,-0.3785463941453786
1,0,1,1,0,1.0,0.0,1.0,0.0,0.0,1.0297013433911826,-1.5447036458802366,-0.5202744706547755
0,1,0,1,1,1.0,0.0,1.0,0.0,0.0,-1.0251897889099397,0.9487377839084316,-0.7009777682042565
1,0,1,1,0,0.0,1.0,1.0,0.0,0.0,1.2351904566212948,1.3193844829310715,1.895746333591349
0,0,1,1,0,1.0,0.0,1.0,0.0,0.0,-0.7786028530338049,-0.2305926220726953,-0.6682031505114584
0,0,0,1,1,1.0,0.0,0.0,0.0,1.0,0.12554924517868876,-1.5783988003368403,-0.7310949844625033
0,1,0,1,1,1.0,0.0,0.0,0.0,1.0,0.12554924517868876,0.8813474749952243,0.4328468438709184
0,0,0,1,1,0.0,1.0,0.0,1.0,0.0,1.6050708604354966,1.1846038651046569,2.1867317906747044
0,0,1,0,0,0.0,1.0,1.0,0.0,0.0,-1.3128745474320966,-0.8708005567481641,-1.0163227384376645
1,0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.9475056980991376,-0.46645870326892064,0.2556867482341723
1,1,0,1,0,1.0,0.0,0.0,1.0,0.0,-0.5320159171576703,0.6117862393423953,-0.2899663463270056
1,0,0,1,0,1.0,0.0,1.0,0.0,0.0,1.522875215143452,-1.4099230280538222,-0.2899663463270056
1,0,1,1,0,0.0,1.0,1.0,0.0,0.0,0.618723116930958,0.4433104670593772,0.6454389586350137
1,0,0,1,0,1.0,0.0,1.0,0.0,0.0,-0.7375050303877825,-0.46645870326892064,-0.6885765615096843
1,1,0,1,1,0.0,1.0,1.0,0.0,0.0,1.440679569851407,1.0161280928216387,1.8572140127903567
1,0,1,1,0,0.0,1.0,1.0,0.0,0.0,-1.3128745474320966,0.4770056215159808,-0.9986067288739898
0,0,0,1,0,1.0,0.0,0.0,0.0,1.0,-1.066287611555962,0.038968613580133704,-0.8263185358672543
0,0,0,1,0,1.0,0.0,1.0,0.0,0.0,-1.0251897889099397,-1.5447036458802366,-0.9631747097466407
1,0,0,1,1,0.0,1.0,1.0,0.0,0.0,-0.12103769069744588,0.9824329383650352,0.22822693341047665
1,0,0,0,0,0.0,1.0,1.0,0.0,0.0,1.440679569851407,-0.3990683943557134,0.5922909299439898
1,0,0,1,1,0.0,1.0,1.0,0.0,0.0,-1.148483256848007,0.5107007759725845,-0.8546641511691336
0,0,0,1,1,1.0,0.0,0.0,1.0,0.0,-1.3128745474320966,-0.6012393210953352,-1.0127795365249295
1,0,0,1,1,1.0,0.0,1.0,0.0,0.0,0.8653100528070927,1.2856893284744677,1.4532889947385756
1,0,1,1,0,1.0,0.0,1.0,0.0,0.0,-0.8607984983258499,-1.3762278735972184,-0.9011686762737795
0,0,1,1,0,1.0,0.0,1.0,0.0,0.0,-0.9840919662639172,-0.028421695333073545,-0.774942108132598
1,0,1,1,0,1.0,0.0,0.0,0.0,1.0,-0.8197006756798274,0.2748346947763591,-0.6079687179949648
1,0,0,1,0,1.0,0.0,1.0,0.0,0.0,0.37213618105482343,-1.5447036458802366,-0.6620025471641723
0,0,0,1,1,0.0,1.0,1.0,0.0,0.0,1.1529948113292499,1.791116645323522,2.18097408756651
1,1,0,0,0,1.0,0.0,0.0,0.0,1.0,1.6050708604354966,-0.028421695333073545,1.03873437094859
1,0,0,1,0,1.0,0.0,0.0,0.0,1.0,1.5639730377894743,-1.511008491423633,-0.37367449151536813
0,0,0,1,0,1.0,0.0,0.0,1.0,0.0,-0.408722449219603,-1.5447036458802366,-0.830304638019081
1,1,1,1,0,1.0,0.0,1.0,0.0,0.0,1.358483924559362,0.4433104670593772,1.2752430986236458
1,0,0,1,0,1.0,0.0,1.0,0.0,0.0,0.5365274716389132,1.4541651007574858,1.186663050805273
1,1,0,1,1,0.0,1.0,0.0,1.0,0.0,0.0022557772406214464,0.9487377839084316,0.33983779366162664
0,0,1,1,0,1.0,0.0,0.0,1.0,0.0,0.5776252942849356,-1.5447036458802366,-0.6177125232549858
0,0,1,1,1,0.0,1.0,1.0,0.0,0.0,1.6050708604354966,-1.3762278735972184,-0.23681831763598177
0,0,0,1,0,1.0,0.0,1.0,0.0,0.0,0.33103835840880097,1.353079637387675,0.8908056910919069
0,0,0,1,0,1.0,0.0,0.0,0.0,1.0,-0.6142115624497152,0.8139571660820171,-0.3165403606725175
1,0,1,1,1,0.0,1.0,1.0,0.0,0.0,-1.1073854342019844,0.6117862393423953,-0.8108170274990391
0,0,1,1,1,1.0,0.0,1.0,0.0,0.0,0.08445142253266633,-1.5447036458802366,-0.7240085806370334
0,0,0,1,1,0.0,1.0,1.0,0.0,0.0,1.3173861019133397,-0.2305926220726953,0.6644836689159639
1,1,0,1,0,1.0,0.0,0.0,1.0,0.0,1.6050708604354966,0.3759201581461699,1.4214001775239613
0,0,0,1,0,1.0,0.0,1.0,0.0,0.0,-1.3128745474320966,-0.3653732398991098,-1.0096792348512864
0,0,1,1,0,1.0,0.0,1.0,0.0,0.0,0.7420165848690254,0.9487377839084316,1.0892249982050626
0,1,0,1,1,0.0,1.0,0.0,1.0,0.0,-1.1895810794940294,0.7802620116254134,-0.876366262884635
0,1,0,1,0,1.0,0.0,1.0,0.0,0.0,-1.2717767247860743,0.8139571660820171,-0.9543167049648034
