gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,MonthlyCharges,InternetService_DSL,InternetService_Fiber optic,Contract_Month-to-month,Contract_One year,Contract_Two year,TotalServiceCost
1,0,1,69,1,0,21,1.0,0.0,0.0,1.0,0.0,1449
0,1,0,1,1,1,86,0.0,1.0,0.0,1.0,0.0,86
1,0,0,35,1,0,109,1.0,0.0,0.0,0.0,1.0,3815
1,0,1,70,1,0,20,0.0,1.0,0.0,1.0,0.0,1400
0,0,0,30,1,1,100,0.0,1.0,1.0,0.0,0.0,3000
0,0,1,72,0,0,66,1.0,0.0,0.0,0.0,1.0,4752
1,0,0,2,1,1,45,0.0,1.0,1.0,0.0,0.0,90
0,0,1,61,1,1,19,0.0,1.0,1.0,0.0,0.0,1159
0,0,1,16,1,0,101,1.0,0.0,0.0,1.0,0.0,1616
0,0,0,66,1,0,92,1.0,0.0,0.0,0.0,1.0,6072
0,1,0,57,1,0,70,1.0,0.0,0.0,1.0,0.0,3990
0,0,1,67,0,0,36,1.0,0.0,0.0,1.0,0.0,2412
1,0,1,56,1,1,97,0.0,1.0,0.0,1.0,0.0,5432
0,0,1,72,1,1,23,0.0,1.0,1.0,0.0,0.0,1656
1,0,1,69,1,1,105,1.0,0.0,0.0,1.0,0.0,7245
0,0,1,39,1,0,82,1.0,0.0,1.0,0.0,0.0,3198
0,0,0,21,1,0,71,1.0,0.0,0.0,0.0,1.0,1491
1,0,1,53,1,1,63,0.0,1.0,0.0,1.0,0.0,3339
1,0,0,9,1,0,69,1.0,0.0,0.0,0.0,1.0,621
1,0,0,15,1,0,49,1.0,0.0,0.0,0.0,1.0,735
1,0,0,44,1,1,65,1.0,0.0,1.0,0.0,0.0,2860
1,0,0,2,1,0,71,1.0,0.0,1.0,0.0,0.0,142
0,0,0,6,1,0,49,1.0,0.0,0.0,0.0,1.0,294
0,0,0,60,1,0,81,1.0,0.0,0.0,1.0,0.0,4860
1,0,1,8,1,1,20,0.0,1.0,1.0,0.0,0.0,160
0,0,0,1,1,1,26,1.0,0.0,0.0,0.0,1.0,26
1,0,1,27,1,0,85,0.0,1.0,0.0,1.0,0.0,2295
1,1,0,64,1,0,20,1.0,0.0,0.0,0.0,1.0,1280
0,0,0,71,1,1,20,0.0,1.0,1.0,0.0,0.0,1420
1,0,1,49,1,0,60,1.0,0.0,0.0,1.0,0.0,2940
1,0,0,71,1,0,79,1.0,0.0,0.0,1.0,0.0,5609
1,0,0,17,1,1,94,1.0,0.0,0.0,0.0,1.0,1598
1,0,0,45,1,1,19,1.0,0.0,1.0,0.0,0.0,855
0,0,0,24,1,0,20,0.0,1.0,1.0,0.0,0.0,480
0,0,0,17,1,1,94,0.0,1.0,1.0,0.0,0.0,1598
0,0,0,67,1,0,111,1.0,0.0,1.0,0.0,0.0,7437
0,1,0,45,1,1,70,0.0,1.0,1.0,0.0,0.0,3150
0,0,0,70,1,1,86,0.0,1.0,0.0,0.0,1.0,6020
0,0,0,54,1,0,100,1.0,0.0,1.0,0.0,0.0,5400
1,0,0,18,1,1,56,1.0,0.0,0.0,1.0,0.0,1008
1,0,1,72,1,0,26,0.0,1.0,1.0,0.0,0.0,1872
0,0,0,20,0,0,24,1.0,0.0,1.0,0.0,0.0,480
0,0,0,53,1,1,91,0.0,1.0,1.0,0.0,0.0,4823
0,0,0,1,1,0,20,1.0,0.0,1.0,0.0,0.0,20
1,0,0,10,1,1,99,1.0,0.0,0.0,0.0,1.0,990
0,0,0,39,1,0,20,1.0,0.0,1.0,0.0,0.0,780
0,0,1,10,1,1,74,0.0,1.0,1.0,0.0,0.0,740
1,0,0,65,1,0,74,1.0,0.0,1.0,0.0,0.0,4810
0,0,0,2,1,1,49,0.0,1.0,0.0,1.0,0.0,98
1,0,0,52,1,1,20,0.0,1.0,1.0,0.0,0.0,1040
1,0,1,26,1,0,79,1.0,0.0,0.0,1.0,0.0,2054
1,1,0,19,1,1,80,0.0,1.0,1.0,0.0,0.0,1520
0,0,0,46,1,0,103,0.0,1.0,1.0,0.0,0.0,4738
0,0,0,71,1,1,81,0.0,1.0,0.0,1.0,0.0,5751
0,0,1,5,1,1,70,0.0,1.0,0.0,1.0,0.0,350
0,0,1,56,1,0,20,0.0,1.0,1.0,0.0,0.0,1120
1,1,0,29,1,0,98,1.0,0.0,1.0,0.0,0.0,2842
1,0,1,1,1,0,44,1.0,0.0,1.0,0.0,0.0,44
1,0,1,36,1,1,64,1.0,0.0,0.0,0.0,1.0,2304
0,0,0,10,1,1,51,0.0,1.0,1.0,0.0,0.0,510
0,0,1,9,1,1,76,1.0,0.0,0.0,1.0,0.0,684
1,0,0,29,1,1,86,0.0,1.0,0.0,0.0,1.0,2494
1,0,0,10,1,0,95,1.0,0.0,1.0,0.0,0.0,950
1,0,1,37,1,0,63,0.0,1.0,1.0,0.0,0.0,2331
0,1,0,66,1,0,105,1.0,0.0,0.0,0.0,1.0,6930
1,1,0,72,1,0,85,1.0,0.0,0.0,1.0,0.0,6120
1,0,0,69,1,1,91,0.0,1.0,1.0,0.0,0.0,6279
0,0,0,1,1,1,45,0.0,1.0,1.0,0.0,0.0,45
0,0,0,14,1,0,71,0.0,1.0,1.0,0.0,0.0,994
0,0,0,38,1,0,20,1.0,0.0,0.0,1.0,0.0,760
1,0,0,69,1,0,82,1.0,0.0,0.0,0.0,1.0,5658
0,0,0,38,1,0,24,0.0,1.0,0.0,1.0,0.0,912
0,0,1,56,1,0,100,1.0,0.0,1.0,0.0,0.0,5600
1,0,0,1,1,0,91,1.0,0.0,0.0,1.0,0.0,91
1,0,1,1,1,0,50,1.0,0.0,0.0,1.0,0.0,50
0,0,0,1,1,1,45,0.0,1.0,1.0,0.0,0.0,45
1,0,1,65,1,0,95,1.0,0.0,0.0,1.0,0.0,6175
1,0,0,72,1,1,70,1.0,0.0,0.0,0.0,1.0,5040
0,0,1,4,1,1,50,0.0,1.0,1.0,0.0,0.0,200
1,0,0,29,1,0,94,1.0,0.0,1.0,0.0,0.0,2726
1,0,0,1,1,1,91,0.0,1.0,0.0,0.0,1.0,91
0,0,0,21,0,0,28,0.0,1.0,1.0,0.0,0.0,588
1,1,0,69,1,1,111,1.0,0.0,0.0,0.0,1.0,7659
0,0,0,4,1,0,92,0.0,1.0,0.0,1.0,0.0,368
1,0,0,1,1,1,60,0.0,1.0,0.0,0.0,1.0,60
1,0,0,30,1,0,64,1.0,0.0,1.0,0.0,0.0,1920
1,0,0,23,1,0,20,1.0,0.0,0.0,0.0,1.0,460
0,0,0,1,1,0,69,1.0,0.0,1.0,0.0,0.0,69
1,0,1,63,1,1,91,0.0,1.0,0.0,1.0,0.0,5733
1,1,0,6,1,0,45,1.0,0.0,1.0,0.0,0.0,270
1,0,0,64,1,0,66,1.0,0.0,1.0,0.0,0.0,4224
1,0,1,67,1,0,90,1.0,0.0,1.0,0.0,0.0,6030
1,0,1,1,1,0,20,1.0,0.0,1.0,0.0,0.0,20
1,0,0,54,1,0,105,1.0,0.0,1.0,0.0,0.0,5670
0,0,0,60,1,0,100,0.0,1.0,0.0,1.0,0.0,6000
0,0,1,12,1,1,78,0.0,1.0,1.0,0.0,0.0,936
0,0,0,12,0,1,50,0.0,1.0,0.0,0.0,1.0,600
1,0,1,66,1,1,80,0.0,1.0,1.0,0.0,0.0,5280
1,0,1,15,1,1,25,1.0,0.0,0.0,0.0,1.0,375
0,0,0,25,1,0,100,1.0,0.0,0.0,1.0,0.0,2500
1,0,0,4,1,0,21,1.0,0.0,1.0,0.0,0.0,84
1,0,0,9,1,1,74,0.0,1.0,0.0,1.0,0.0,666
1,0,0,19,1,0,70,1.0,0.0,1.0,0.0,0.0,1330
1,0,1,3,1,1,20,0.0,1.0,0.0,1.0,0.0,60
0,1,0,3,1,0,75,1.0,0.0,1.0,0.0,0.0,225
0,0,0,56,0,1,45,0.0,1.0,1.0,0.0,0.0,2520
0,1,0,66,1,0,108,0.0,1.0,1.0,0.0,0.0,7128
1,0,1,5,1,1,26,0.0,1.0,1.0,0.0,0.0,130
0,0,0,3,1,1,20,1.0,0.0,0.0,0.0,1.0,60
0,0,0,2,1,1,20,0.0,1.0,1.0,0.0,0.0,40
0,0,1,30,1,0,81,1.0,0.0,0.0,0.0,1.0,2430
1,0,0,7,1,1,98,1.0,0.0,1.0,0.0,0.0,686
0,0,1,45,1,1,25,0.0,1.0,1.0,0.0,0.0,1125
0,0,0,58,0,0,45,1.0,0.0,1.0,0.0,0.0,2610
1,0,0,17,1,0,103,1.0,0.0,0.0,1.0,0.0,1751
1,0,1,4,0,1,39,1.0,0.0,0.0,1.0,0.0,156
0,1,0,64,1,1,109,1.0,0.0,0.0,0.0,1.0,6976
0,0,1,58,1,0,105,0.0,1.0,1.0,0.0,0.0,6090
0,0,0,64,1,0,111,1.0,0.0,1.0,0.0,0.0,7104
1,0,1,11,1,0,86,0.0,1.0,0.0,0.0,1.0,946
0,1,0,8,1,1,92,0.0,1.0,1.0,0.0,0.0,736
1,1,0,51,1,0,94,1.0,0.0,1.0,0.0,0.0,4794
1,0,0,10,1,0,20,1.0,0.0,1.0,0.0,0.0,200
0,0,0,25,1,0,105,1.0,0.0,1.0,0.0,0.0,2625
1,0,0,51,1,1,83,1.0,0.0,0.0,1.0,0.0,4233
0,1,0,9,1,1,84,1.0,0.0,0.0,0.0,1.0,756
0,1,0,44,1,0,110,1.0,0.0,0.0,1.0,0.0,4840
0,0,0,8,1,0,58,0.0,1.0,1.0,0.0,0.0,464
1,0,0,8,1,0,20,1.0,0.0,0.0,0.0,1.0,160
0,0,0,72,1,1,91,1.0,0.0,0.0,0.0,1.0,6552
0,0,0,6,1,0,21,1.0,0.0,1.0,0.0,0.0,126
1,0,0,63,1,0,20,1.0,0.0,0.0,1.0,0.0,1260
0,0,0,26,1,0,81,1.0,0.0,1.0,0.0,0.0,2106
1,0,0,35,1,0,60,1.0,0.0,0.0,0.0,1.0,2100
0,0,0,3,1,0,54,0.0,1.0,1.0,0.0,0.0,162
0,0,1,24,0,0,58,1.0,0.0,1.0,0.0,0.0,1392
0,0,1,24,1,0,78,1.0,0.0,0.0,1.0,0.0,1872
0,0,1,3,0,0,30,1.0,0.0,0.0,1.0,0.0,90
1,0,0,5,1,0,104,0.0,1.0,1.0,0.0,0.0,520
1,0,0,22,1,1,95,0.0,1.0,1.0,0.0,0.0,2090
0,0,0,29,1,0,79,1.0,0.0,1.0,0.0,0.0,2291
0,0,0,67,1,1,25,0.0,1.0,1.0,0.0,0.0,1675
1,1,0,30,1,0,102,1.0,0.0,0.0,1.0,0.0,3060
1,0,0,5,1,1,96,0.0,1.0,0.0,1.0,0.0,480
0,0,1,70,1,0,25,1.0,0.0,1.0,0.0,0.0,1750
1,0,0,3,1,1,77,0.0,1.0,1.0,0.0,0.0,231
0,0,0,45,1,0,87,1.0,0.0,1.0,0.0,0.0,3915
0,0,0,48,1,0,24,0.0,1.0,0.0,0.0,1.0,1152
0,0,0,9,1,0,75,0.0,1.0,1.0,0.0,0.0,675
0,1,0,3,1,1,70,1.0,0.0,0.0,1.0,0.0,210
1,1,0,45,1,1,99,0.0,1.0,1.0,0.0,0.0,4455
1,0,0,1,1,1,20,1.0,0.0,0.0,0.0,1.0,20
1,0,0,1,1,1,20,0.0,1.0,1.0,0.0,0.0,20
0,0,0,48,1,1,105,0.0,1.0,1.0,0.0,0.0,5040
0,0,0,1,0,0,25,1.0,0.0,1.0,0.0,0.0,25
1,0,1,72,1,0,20,1.0,0.0,0.0,1.0,0.0,1440
0,0,0,6,1,0,90,1.0,0.0,1.0,0.0,0.0,540
1,0,0,64,1,0,100,1.0,0.0,0.0,1.0,0.0,6400
0,0,0,58,1,1,109,1.0,0.0,1.0,0.0,0.0,6322
0,0,0,1,1,1,74,0.0,1.0,1.0,0.0,0.0,74
0,0,0,1,1,1,44,0.0,1.0,1.0,0.0,0.0,44
1,1,0,3,1,0,77,1.0,0.0,1.0,0.0,0.0,231
0,1,0,5,1,0,76,1.0,0.0,0.0,0.0,1.0,380
0,1,0,1,1,0,45,0.0,1.0,1.0,0.0,0.0,45
1,0,0,9,1,1,96,1.0,0.0,0.0,0.0,1.0,864
0,0,0,12,1,1,94,0.0,1.0,1.0,0.0,0.0,1128
1,0,0,7,1,1,45,0.0,1.0,0.0,1.0,0.0,315
1,0,1,49,0,0,39,1.0,0.0,1.0,0.0,0.0,1911
0,0,1,67,1,0,100,1.0,0.0,1.0,0.0,0.0,6700
1,1,0,27,1,1,105,0.0,1.0,1.0,0.0,0.0,2835
1,0,0,16,1,0,70,0.0,1.0,1.0,0.0,0.0,1120
0,0,0,2,1,0,49,1.0,0.0,1.0,0.0,0.0,98
1,0,0,24,1,1,20,0.0,1.0,1.0,0.0,0.0,480
0,0,1,9,1,0,65,1.0,0.0,1.0,0.0,0.0,585
0,0,1,50,1,0,70,0.0,1.0,1.0,0.0,0.0,3500
0,0,1,64,1,0,54,0.0,1.0,0.0,1.0,0.0,3456
1,0,0,5,1,0,105,1.0,0.0,1.0,0.0,0.0,525
0,0,0,26,1,0,56,0.0,1.0,1.0,0.0,0.0,1456
0,1,0,18,1,1,85,0.0,1.0,0.0,0.0,1.0,1530
1,0,0,43,1,0,26,1.0,0.0,1.0,0.0,0.0,1118
0,0,1,12,1,0,77,1.0,0.0,1.0,0.0,0.0,924
0,0,0,51,1,1,60,1.0,0.0,1.0,0.0,0.0,3060
1,0,0,3,1,1,21,1.0,0.0,0.0,0.0,1.0,63
0,0,0,13,1,0,85,0.0,1.0,1.0,0.0,0.0,1105
1,0,1,2,1,1,20,0.0,1.0,1.0,0.0,0.0,40
1,0,0,16,1,0,75,1.0,0.0,0.0,1.0,0.0,1200
1,0,1,17,1,0,45,1.0,0.0,0.0,1.0,0.0,765
1,0,0,14,1,0,45,1.0,0.0,0.0,1.0,0.0,630
1,0,1,62,1,0,108,1.0,0.0,1.0,0.0,0.0,6696
1,0,0,10,1,0,60,1.0,0.0,0.0,1.0,0.0,600
0,0,0,58,1,0,61,1.0,0.0,1.0,0.0,0.0,3538
0,0,0,46,1,0,79,1.0,0.0,0.0,1.0,0.0,3634
0,1,0,34,0,1,56,1.0,0.0,0.0,0.0,1.0,1904
0,0,0,13,1,0,20,1.0,0.0,0.0,1.0,0.0,260
1,1,1,10,0,0,35,1.0,0.0,0.0,1.0,0.0,350
1,0,1,41,1,0,70,1.0,0.0,0.0,0.0,1.0,2870
0,0,0,32,1,0,19,1.0,0.0,1.0,0.0,0.0,608
1,0,0,2,1,1,100,0.0,1.0,1.0,0.0,0.0,200
1,0,1,49,1,0,75,1.0,0.0,0.0,0.0,1.0,3675
0,0,0,37,1,1,100,1.0,0.0,0.0,0.0,1.0,3700
1,0,0,21,1,0,62,1.0,0.0,1.0,0.0,0.0,1302
1,1,0,1,0,0,43,1.0,0.0,1.0,0.0,0.0,43
1,0,0,69,1,0,104,1.0,0.0,1.0,0.0,0.0,7176
1,0,0,1,1,0,85,1.0,0.0,0.0,0.0,1.0,85
1,1,0,3,1,0,91,1.0,0.0,0.0,1.0,0.0,273
1,0,1,45,1,1,74,0.0,1.0,1.0,0.0,0.0,3330
1,0,1,4,1,0,61,1.0,0.0,0.0,0.0,1.0,244
1,1,0,70,0,0,44,0.0,1.0,1.0,0.0,0.0,3080
1,0,1,72,1,0,113,0.0,1.0,1.0,0.0,0.0,8136
1,0,0,1,0,0,24,0.0,1.0,1.0,0.0,0.0,24
1,1,0,16,1,1,70,0.0,1.0,1.0,0.0,0.0,1120
0,0,0,33,1,0,61,1.0,0.0,1.0,0.0,0.0,2013
1,1,1,1,1,0,50,1.0,0.0,1.0,0.0,0.0,50
0,0,1,16,1,0,20,0.0,1.0,0.0,0.0,1.0,320
0,0,0,50,1,0,96,1.0,0.0,0.0,1.0,0.0,4800
1,1,0,70,1,0,105,1.0,0.0,1.0,0.0,0.0,7350
1,0,1,39,0,0,25,0.0,1.0,0.0,1.0,0.0,975
1,0,0,45,1,0,101,1.0,0.0,0.0,0.0,1.0,4545
1,0,0,72,1,1,116,1.0,0.0,0.0,0.0,1.0,8352
1,0,0,3,0,1,35,0.0,1.0,1.0,0.0,0.0,105
0,0,0,42,1,0,84,1.0,0.0,0.0,0.0,1.0,3528
1,1,0,21,1,0,69,1.0,0.0,0.0,0.0,1.0,1449
1,0,0,56,1,1,107,1.0,0.0,0.0,0.0,1.0,5992
1,0,0,9,1,0,95,1.0,0.0,0.0,0.0,1.0,855
0,0,1,35,1,0,56,1.0,0.0,1.0,0.0,0.0,1960
1,0,1,14,1,0,76,1.0,0.0,1.0,0.0,0.0,1064
1,0,0,66,1,1,104,1.0,0.0,0.0,0.0,1.0,6864
1,0,0,1,1,1,87,1.0,0.0,0.0,1.0,0.0,87
1,0,0,4,1,0,20,0.0,1.0,1.0,0.0,0.0,80
1,1,0,66,1,0,107,1.0,0.0,1.0,0.0,0.0,7062
0,0,0,5,1,1,20,1.0,0.0,1.0,0.0,0.0,100
1,0,1,22,1,1,100,1.0,0.0,0.0,1.0,0.0,2200
0,0,0,41,1,0,20,1.0,0.0,0.0,0.0,1.0,820
1,0,1,31,1,1,89,0.0,1.0,0.0,1.0,0.0,2759
0,0,1,32,1,0,86,1.0,0.0,0.0,0.0,1.0,2752
0,0,0,59,1,1,100,0.0,1.0,0.0,1.0,0.0,5900
0,0,0,32,1,0,104,1.0,0.0,1.0,0.0,0.0,3328
0,0,0,59,1,0,99,1.0,0.0,0.0,0.0,1.0,5841
1,0,1,67,1,0,69,1.0,0.0,0.0,1.0,0.0,4623
1,1,0,72,1,0,103,1.0,0.0,0.0,1.0,0.0,7416
1,0,0,5,1,0,70,0.0,1.0,1.0,0.0,0.0,350
1,0,0,16,1,0,55,0.0,1.0,0.0,0.0,1.0,880
1,1,0,71,1,0,115,0.0,1.0,0.0,1.0,0.0,8165
1,0,0,8,1,1,75,0.0,1.0,0.0,1.0,0.0,600
0,0,0,9,1,1,83,0.0,1.0,1.0,0.0,0.0,747
0,0,1,20,1,1,76,1.0,0.0,1.0,0.0,0.0,1520
0,0,0,70,1,1,111,1.0,0.0,0.0,0.0,1.0,7770
1,0,0,1,1,0,45,1.0,0.0,1.0,0.0,0.0,45
1,0,0,2,1,1,44,0.0,1.0,1.0,0.0,0.0,88
0,0,0,15,0,1,46,0.0,1.0,1.0,0.0,0.0,690
0,1,0,35,1,0,99,1.0,0.0,1.0,0.0,0.0,3465
0,0,1,64,1,0,104,1.0,0.0,0.0,1.0,0.0,6656
0,0,0,2,1,0,19,1.0,0.0,1.0,0.0,0.0,38
1,0,0,32,1,0,96,1.0,0.0,0.0,0.0,1.0,3072
0,0,0,22,1,0,55,0.0,1.0,1.0,0.0,0.0,1210
1,0,0,64,1,0,84,1.0,0.0,0.0,0.0,1.0,5376
1,0,1,72,1,0,112,1.0,0.0,1.0,0.0,0.0,8064
0,0,1,52,1,0,20,1.0,0.0,0.0,0.0,1.0,1040
1,1,0,59,0,1,64,1.0,0.0,1.0,0.0,0.0,3776
1,0,0,24,0,1,51,1.0,0.0,0.0,0.0,1.0,1224
0,0,0,20,1,0,89,1.0,0.0,1.0,0.0,0.0,1780
1,0,0,29,1,0,90,1.0,0.0,0.0,0.0,1.0,2610
0,0,0,51,1,1,94,0.0,1.0,1.0,0.0,0.0,4794
0,0,0,15,1,0,49,1.0,0.0,1.0,0.0,0.0,735
1,0,1,31,1,0,79,1.0,0.0,0.0,0.0,1.0,2449
0,0,1,68,1,0,112,0.0,1.0,1.0,0.0,0.0,7616
0,0,0,70,1,1,65,0.0,1.0,1.0,0.0,0.0,4550
1,1,0,33,1,0,25,0.0,1.0,1.0,0.0,0.0,825
1,1,0,15,1,0,74,1.0,0.0,0.0,0.0,1.0,1110
1,0,0,50,0,0,35,1.0,0.0,0.0,0.0,1.0,1750
0,0,0,5,1,1,44,1.0,0.0,1.0,0.0,0.0,220
0,0,0,7,1,0,63,0.0,1.0,1.0,0.0,0.0,441
0,0,0,3,1,0,76,0.0,1.0,1.0,0.0,0.0,228
1,0,1,68,1,0,83,0.0,1.0,0.0,1.0,0.0,5644
0,0,1,64,0,0,50,1.0,0.0,1.0,0.0,0.0,3200
0,0,0,12,0,0,34,1.0,0.0,1.0,0.0,0.0,408
0,0,1,32,0,1,35,0.0,1.0,0.0,1.0,0.0,1120
1,1,0,12,1,0,73,1.0,0.0,1.0,0.0,0.0,876
0,0,0,35,1,1,62,0.0,1.0,0.0,0.0,1.0,2170
1,0,0,31,1,0,101,0.0,1.0,1.0,0.0,0.0,3131
0,0,0,5,1,0,94,1.0,0.0,1.0,0.0,0.0,470
1,0,1,59,1,0,20,1.0,0.0,1.0,0.0,0.0,1180
1,0,1,1,1,1,70,0.0,1.0,0.0,0.0,1.0,70
0,1,1,60,1,0,75,1.0,0.0,1.0,0.0,0.0,4500
1,0,0,22,0,1,57,0.0,1.0,0.0,0.0,1.0,1254
0,0,1,19,1,1,49,0.0,1.0,1.0,0.0,0.0,931
1,0,1,65,1,0,75,1.0,0.0,0.0,1.0,0.0,4875
0,0,0,41,1,1,70,1.0,0.0,1.0,0.0,0.0,2870
1,0,1,24,1,1,85,0.0,1.0,1.0,0.0,0.0,2040
1,0,1,30,1,1,68,1.0,0.0,0.0,1.0,0.0,2040
1,0,0,46,1,1,94,0.0,1.0,0.0,1.0,0.0,4324
0,1,0,58,1,0,98,1.0,0.0,0.0,1.0,0.0,5684
1,0,1,22,1,0,89,0.0,1.0,1.0,0.0,0.0,1958
1,0,0,7,1,1,55,1.0,0.0,0.0,0.0,1.0,385
1,1,0,11,1,0,20,1.0,0.0,0.0,0.0,1.0,220
1,0,0,3,1,1,74,0.0,1.0,1.0,0.0,0.0,222
1,0,0,72,1,1,104,1.0,0.0,1.0,0.0,0.0,7488
1,1,1,71,1,0,20,1.0,0.0,0.0,1.0,0.0,1420
0,0,0,4,1,1,60,1.0,0.0,1.0,0.0,0.0,240
0,0,0,1,1,0,20,1.0,0.0,0.0,1.0,0.0,20
0,0,0,23,1,1,50,0.0,1.0,0.0,0.0,1.0,1150
0,0,0,54,1,0,100,1.0,0.0,1.0,0.0,0.0,5400
0,0,0,53,1,0,19,1.0,0.0,0.0,0.0,1.0,1007
1,0,0,21,1,1,104,1.0,0.0,0.0,1.0,0.0,2184
0,0,0,72,1,1,98,0.0,1.0,1.0,0.0,0.0,7056
1,0,0,57,1,0,21,1.0,0.0,1.0,0.0,0.0,1197
0,0,0,49,1,0,67,1.0,0.0,1.0,0.0,0.0,3283
